id	name	md5sum
/10.1007/978-3-642-39775-2	_10.1007_978-3-642-39775-2_Einführung_in_die_Kryptographie_10.1007_978-3-642-39775-2.epub	19d1f7cf57f289e56a38b3f8bbc98ebd
/10.1007/978-3-642-22609-0	_10.1007_978-3-642-22609-0_Elektrische_Messtechnik_Analoge__digitale_und_computergestützte_Verfahren_10.1007_978-3-642-22609-0.pdf	d74d64f6b1bbf4d8458b200c02d61492
/10.1007/978-3-642-29122-7	_10.1007_978-3-642-29122-7_Lehrbuch_der_ökonomischen_Analyse_des_Zivilrechts_10.1007_978-3-642-29122-7.pdf	ac2dd9bd3dbe01eda87a447ec30c3149
/10.1007/978-3-642-13501-9	_10.1007_978-3-642-13501-9_Grundwissen_Mathematik_Ein_Vorkurs_für_Fachhochschule_und_Universität_10.1007_978-3-642-13501-9.pdf	69fefe59d541545e0d740963a0bc6c39
/10.1007/978-3-662-45953-9	_10.1007_978-3-662-45953-9_Grundkurs_Topologie_10.1007_978-3-662-45953-9.pdf	bda1c483c88c07b5b3757e8fb2a8ec25
/10.1007/978-3-662-45953-9	_10.1007_978-3-662-45953-9_Grundkurs_Topologie_10.1007_978-3-662-45953-9.epub	a37100b637820c230dc531296c41b975
/10.1007/978-3-662-49268-0	_10.1007_978-3-662-49268-0_Chemische_Reaktionstechnik_10.1007_978-3-662-49268-0.pdf	a8d8d69704106258cff07bef41eb1f73
/10.1007/978-3-662-49268-0	_10.1007_978-3-662-49268-0_Chemische_Reaktionstechnik_10.1007_978-3-662-49268-0.epub	8b2a320ac9e6e13a83466903dd675807
/10.1007/978-3-662-45229-5	_10.1007_978-3-662-45229-5_Grundlagen_der_Algebra_und_Zahlentheorie_10.1007_978-3-662-45229-5.pdf	5abe7c26cd747de762d90568004116ca
/10.1007/978-3-662-45229-5	_10.1007_978-3-662-45229-5_Grundlagen_der_Algebra_und_Zahlentheorie_10.1007_978-3-662-45229-5.epub	58b9d63de34f4811909ee1c4010eb4f7
/10.1007/978-3-662-59462-9	_10.1007_978-3-662-59462-9_Schiedsverfahrensrecht_10.1007_978-3-662-59462-9.pdf	41bd1e79556acd99e4b551ef03a49e64
/10.1007/978-3-662-59462-9	_10.1007_978-3-662-59462-9_Schiedsverfahrensrecht_10.1007_978-3-662-59462-9.epub	5d12217b5821e1d12a7da1a4f41d0fcd
/10.1007/978-3-642-12746-5	_10.1007_978-3-642-12746-5_Theoretische_Physik_4_Statistische_Mechanik_und_Thermodynamik_10.1007_978-3-642-12746-5.pdf	7048ed31aea60e1442243a9ee22aa4ce
/10.1007/978-3-662-54094-7	_10.1007_978-3-662-54094-7_Eine_Einführung_in_die_Statistik_und_ihre_Anwendungen_10.1007_978-3-662-54094-7.pdf	df978e92b41f2cc1e7ee6b79a8f0b87f
/10.1007/978-3-662-54094-7	_10.1007_978-3-662-54094-7_Eine_Einführung_in_die_Statistik_und_ihre_Anwendungen_10.1007_978-3-662-54094-7.epub	bb3e4ceeeaf7b1fd1ce186bfe9696933
/10.1007/978-3-662-59030-0	_10.1007_978-3-662-59030-0_Strafrecht_Allgemeiner_Teil_Personale_Straftatlehre_10.1007_978-3-662-59030-0.pdf	591da24935aba3ef4ddaaf19202cd9c7
/10.1007/978-3-662-59030-0	_10.1007_978-3-662-59030-0_Strafrecht_Allgemeiner_Teil_Personale_Straftatlehre_10.1007_978-3-662-59030-0.epub	69598779c918462e8409c413cbe7d728
/10.1007/978-3-662-63584-1	_10.1007_978-3-662-63584-1_Europarecht_Mit_Klimaschutz__Digitalisierung__Corona__ausführlichem_Datenschutz_10.1007_978-3-662-63584-1.pdf	5023666290ab7bf03967cbfac545180a
/10.1007/978-3-662-63584-1	_10.1007_978-3-662-63584-1_Europarecht_Mit_Klimaschutz__Digitalisierung__Corona__ausführlichem_Datenschutz_10.1007_978-3-662-63584-1.epub	99dd1b8d50406034de4f983583be1396
/10.1007/978-3-662-45016-1	_10.1007_978-3-662-45016-1_Externe_Unternehmensrechnung_10.1007_978-3-662-45016-1.pdf	6d46d926cd74eac6bba9c11562606999
/10.1007/978-3-662-55790-7	_10.1007_978-3-662-55790-7_Experimentalphysik_2_Elektrizität_und_Optik_10.1007_978-3-662-55790-7.pdf	468e0129b7c5bd14f3f9e9c3e4b49dc0
/10.1007/978-3-662-55790-7	_10.1007_978-3-662-55790-7_Experimentalphysik_2_Elektrizität_und_Optik_10.1007_978-3-662-55790-7.epub	19caa462cbed1acbac4c439c3f1c0b40
/10.1007/978-3-662-47320-7	_10.1007_978-3-662-47320-7_Das_gesamte_examensrelevante_Zivilrecht_Für_Studenten_und_Rechtsreferendare_10.1007_978-3-662-47320-7.pdf	8a8c78fde0cf0cbeeea88efa2c3cb96a
/10.1007/978-3-662-47320-7	_10.1007_978-3-662-47320-7_Das_gesamte_examensrelevante_Zivilrecht_Für_Studenten_und_Rechtsreferendare_10.1007_978-3-662-47320-7.epub	930f97fa060d4875c3119bc50c478436
/10.1007/978-3-642-34829-7	_10.1007_978-3-642-34829-7_Lebensmittelanalytik_10.1007_978-3-642-34829-7.pdf	c23f41296a9b1c7686cd66e11b8be4b5
/10.1007/978-3-642-34829-7	_10.1007_978-3-642-34829-7_Lebensmittelanalytik_10.1007_978-3-642-34829-7.epub	628da56b29d12d09ed2d6fdfae605669
/10.1007/978-3-662-54335-1	_10.1007_978-3-662-54335-1_Mathematische_Modellierung_10.1007_978-3-662-54335-1.pdf	352aa8e78e516addee69d7d26854e2d4
/10.1007/978-3-662-47106-7	_10.1007_978-3-662-47106-7_Inferenzstatistik_verstehen_Von_A_wie_Signifikanztest_bis_Z_wie_Konfidenzintervall_10.1007_978-3-662-47106-7.pdf	94069b70a20139e63e0d859f7a9af112
